(0,0)	 deðer=3	 durum=bos
(13,38)	 deðer=2	 durum=duvar
(13,39)	 deðer=1	 durum=bos
(13,40)	 deðer=2	 durum=duvar
(13,41)	 deðer=7	 durum=bos
(13,42)	 deðer=6	 durum=bos
(13,43)	 deðer=5	 durum=bos
(13,44)	 deðer=3	 durum=bos
(13,45)	 deðer=1	 durum=duvar
(13,46)	 deðer=3	 durum=duvar
(13,47)	 deðer=7	 durum=bos
(13,48)	 deðer=8	 durum=bos
(13,49)	 deðer=3	 durum=bos
(14,0)	 deðer=5	 durum=bos
(14,1)	 deðer=4	 durum=bos
(14,2)	 deðer=9	 durum=duvar
(14,3)	 deðer=3	 durum=duvar
(14,4)	 deðer=2	 durum=bos
(14,5)	 deðer=9	 durum=bos
(14,6)	 deðer=4	 durum=bos
(14,7)	 deðer=9	 durum=bos
(14,8)	 deðer=7	 durum=bos
(14,9)	 deðer=9	 durum=bos
(14,10)	 deðer=2	 durum=bos
(14,11)	 deðer=8	 durum=bos
(14,12)	 deðer=4	 durum=bos
(14,13)	 deðer=5	 durum=bos
(14,14)	 deðer=1	 durum=bos
(14,15)	 deðer=7	 durum=duvar
(14,16)	 deðer=3	 durum=bos
(14,17)	 deðer=5	 durum=bos
(14,18)	 deðer=4	 durum=bos
(14,19)	 deðer=4	 durum=bos
(14,20)	 deðer=6	 durum=bos
(14,21)	 deðer=2	 durum=bos
(14,22)	 deðer=9	 durum=bos
(14,23)	 deðer=5	 durum=bos
(14,24)	 deðer=7	 durum=bos
(14,25)	 deðer=7	 durum=bos
(14,26)	 deðer=8	 durum=bos
(14,27)	 deðer=6	 durum=bos
(14,28)	 deðer=7	 durum=bos
(14,29)	 deðer=7	 durum=duvar
(14,30)	 deðer=3	 durum=bos
(14,31)	 deðer=7	 durum=bos
(14,32)	 deðer=9	 durum=bos
(14,33)	 deðer=6	 durum=bos
(14,34)	 deðer=7	 durum=bos
(14,35)	 deðer=4	 durum=duvar
(14,36)	 deðer=4	 durum=duvar
(14,37)	 deðer=3	 durum=bos
(14,38)	 deðer=6	 durum=bos
(14,39)	 deðer=5	 durum=duvar
(14,40)	 deðer=4	 durum=bos
(14,41)	 deðer=6	 durum=bos
(14,42)	 deðer=7	 durum=bos
(14,43)	 deðer=9	 durum=bos
(14,44)	 deðer=3	 durum=bos
(14,45)	 deðer=6	 durum=bos
(14,46)	 deðer=2	 durum=bos
(14,47)	 deðer=6	 durum=bos
(14,48)	 deðer=1	 durum=duvar
(14,49)	 deðer=8	 durum=bos
(15,0)	 deðer=1	 durum=bos
(15,1)	 deðer=5	 durum=bos
(15,2)	 deðer=6	 durum=bos
(15,3)	 deðer=5	 durum=duvar
(15,4)	 deðer=3	 durum=bos
(15,5)	 deðer=4	 durum=duvar
(15,6)	 deðer=2	 durum=bos
(15,7)	 deðer=4	 durum=bos
(15,8)	 deðer=7	 durum=bos
(15,9)	 deðer=5	 durum=bos
(15,10)	 deðer=4	 durum=duvar
(15,11)	 deðer=8	 durum=bos
(15,12)	 deðer=1	 durum=duvar
(15,13)	 deðer=9	 durum=bos
(15,14)	 deðer=2	 durum=bos
(15,15)	 deðer=3	 durum=bos
(15,16)	 deðer=1	 durum=bos
(15,17)	 deðer=6	 durum=bos
(15,18)	 deðer=2	 durum=bos
(15,19)	 deðer=5	 durum=bos
(15,20)	 deðer=4	 durum=duvar
(15,21)	 deðer=1	 durum=bos
(15,22)	 deðer=3	 durum=bos
(15,23)	 deðer=8	 durum=bos
(15,24)	 deðer=2	 durum=bos
(15,25)	 deðer=1	 durum=duvar
(15,26)	 deðer=2	 durum=bos
(15,27)	 deðer=9	 durum=bos
(15,28)	 deðer=5	 durum=bos
(15,29)	 deðer=2	 durum=duvar
(15,30)	 deðer=3	 durum=bos
(15,31)	 deðer=9	 durum=bos
(15,32)	 deðer=9	 durum=bos
(15,33)	 deðer=8	 durum=bos
(15,34)	 deðer=4	 durum=bos
(15,35)	 deðer=4	 durum=bos
(15,36)	 deðer=9	 durum=bos
(15,37)	 deðer=7	 durum=duvar
(15,38)	 deðer=1	 durum=bos
(15,39)	 deðer=9	 durum=bos
(15,40)	 deðer=7	 durum=bos
(15,41)	 deðer=6	 durum=duvar
(15,42)	 deðer=6	 durum=duvar
(15,43)	 deðer=5	 durum=duvar
(15,44)	 deðer=9	 durum=bos
(15,45)	 deðer=9	 durum=bos
(15,46)	 deðer=3	 durum=bos
(15,47)	 deðer=3	 durum=bos
(15,48)	 deðer=3	 durum=bos
(15,49)	 deðer=3	 durum=bos
(16,0)	 deðer=1	 durum=bos
(16,1)	 deðer=5	 durum=bos
(16,2)	 deðer=5	 durum=bos
(16,3)	 deðer=5	 durum=duvar
(16,4)	 deðer=6	 durum=bos
(16,5)	 deðer=2	 durum=duvar
(16,6)	 deðer=7	 durum=bos
(16,7)	 deðer=8	 durum=bos
(16,8)	 deðer=2	 durum=bos
(16,9)	 deðer=1	 durum=bos
(16,10)	 deðer=7	 durum=bos
(16,11)	 deðer=3	 durum=bos
(16,12)	 deðer=6	 durum=duvar
(16,13)	 deðer=2	 durum=bos
(16,14)	 deðer=2	 durum=duvar
(16,15)	 deðer=4	 durum=bos
(16,16)	 deðer=1	 durum=bos
(16,17)	 deðer=3	 durum=bos
(16,18)	 deðer=1	 durum=bos
(16,19)	 deðer=6	 durum=duvar
(16,20)	 deðer=5	 durum=bos
(16,21)	 deðer=8	 durum=bos
(16,22)	 deðer=4	 durum=bos
(16,23)	 deðer=8	 durum=bos
(16,24)	 deðer=1	 durum=bos
(16,25)	 deðer=6	 durum=bos
(16,26)	 deðer=1	 durum=duvar
(16,27)	 deðer=5	 durum=bos
(16,28)	 deðer=1	 durum=bos
(16,29)	 deðer=4	 durum=duvar
(16,30)	 deðer=1	 durum=bos
(16,31)	 deðer=6	 durum=duvar
(16,32)	 deðer=7	 durum=bos
(16,33)	 deðer=6	 durum=bos
(16,34)	 deðer=6	 durum=duvar
(16,35)	 deðer=2	 durum=bos
(16,36)	 deðer=2	 durum=bos
(16,37)	 deðer=3	 durum=bos
(16,38)	 deðer=4	 durum=bos
(16,39)	 deðer=9	 durum=bos
(16,40)	 deðer=3	 durum=bos
(16,41)	 deðer=4	 durum=bos
(16,42)	 deðer=6	 durum=bos
(16,43)	 deðer=1	 durum=duvar
(16,44)	 deðer=5	 durum=bos
(16,45)	 deðer=6	 durum=duvar
(16,46)	 deðer=5	 durum=bos
(16,47)	 deðer=5	 durum=bos
(16,48)	 deðer=2	 durum=bos
(16,49)	 deðer=7	 durum=bos
(17,0)	 deðer=9	 durum=bos
(17,1)	 deðer=1	 durum=bos
(17,2)	 deðer=9	 durum=bos
(17,3)	 deðer=7	 durum=bos
(17,4)	 deðer=9	 durum=bos
(17,5)	 deðer=7	 durum=duvar
(17,6)	 deðer=3	 durum=duvar
(17,7)	 deðer=1	 durum=bos
(17,8)	 deðer=8	 durum=duvar
(17,9)	 deðer=1	 durum=duvar
(17,10)	 deðer=6	 durum=bos
(17,11)	 deðer=4	 durum=bos
(17,12)	 deðer=8	 durum=bos
(17,13)	 deðer=1	 durum=duvar
(17,14)	 deðer=1	 durum=bos
(17,15)	 deðer=5	 durum=duvar
(17,16)	 deðer=1	 durum=duvar
(17,17)	 deðer=1	 durum=bos
(17,18)	 deðer=5	 durum=bos
(17,19)	 deðer=5	 durum=bos
(17,20)	 deðer=3	 durum=bos
(17,21)	 deðer=4	 durum=bos
(17,22)	 deðer=9	 durum=bos
(17,23)	 deðer=8	 durum=bos
(17,24)	 deðer=9	 durum=bos
(17,25)	 deðer=6	 durum=bos
(17,26)	 deðer=1	 durum=bos
(17,27)	 deðer=7	 durum=bos
(17,28)	 deðer=1	 durum=bos
(17,29)	 deðer=9	 durum=bos
(17,30)	 deðer=5	 durum=bos
(17,31)	 deðer=4	 durum=duvar
(17,32)	 deðer=4	 durum=duvar
(17,33)	 deðer=5	 durum=bos
(17,34)	 deðer=4	 durum=duvar
(17,35)	 deðer=5	 durum=duvar
(17,36)	 deðer=8	 durum=bos
(17,37)	 deðer=6	 durum=bos
(17,38)	 deðer=7	 durum=bos
(17,39)	 deðer=4	 durum=bos
(17,40)	 deðer=6	 durum=bos
(17,41)	 deðer=8	 durum=duvar
(17,42)	 deðer=7	 durum=duvar
(17,43)	 deðer=6	 durum=bos
(17,44)	 deðer=8	 durum=duvar
(17,45)	 deðer=5	 durum=duvar
(17,46)	 deðer=1	 durum=bos
(17,47)	 deðer=1	 durum=duvar
(17,48)	 deðer=2	 durum=bos
(17,49)	 deðer=3	 durum=duvar
(18,0)	 deðer=7	 durum=bos
(18,1)	 deðer=9	 durum=duvar
(18,2)	 deðer=4	 durum=bos
(18,3)	 deðer=8	 durum=bos
(18,4)	 deðer=4	 durum=bos
(18,5)	 deðer=6	 durum=bos
(18,6)	 deðer=6	 durum=duvar
(18,7)	 deðer=9	 durum=duvar
(18,8)	 deðer=9	 durum=duvar
(18,9)	 deðer=8	 durum=bos
(18,10)	 deðer=8	 durum=bos
(18,11)	 deðer=6	 durum=bos
(18,12)	 deðer=4	 durum=duvar
(18,13)	 deðer=4	 durum=bos
(18,14)	 deðer=8	 durum=bos
(18,15)	 deðer=6	 durum=bos
(18,16)	 deðer=3	 durum=bos
(18,17)	 deðer=3	 durum=bos
(18,18)	 deðer=2	 durum=bos
(18,19)	 deðer=9	 durum=bos
(18,20)	 deðer=7	 durum=bos
(18,21)	 deðer=4	 durum=bos
(18,22)	 deðer=7	 durum=bos
(18,23)	 deðer=5	 durum=bos
(18,24)	 deðer=5	 durum=bos
(18,25)	 deðer=7	 durum=bos
(18,26)	 deðer=9	 durum=bos
(18,27)	 deðer=8	 durum=bos
(18,28)	 deðer=2	 durum=bos
(18,29)	 deðer=5	 durum=duvar
(18,30)	 deðer=1	 durum=duvar
(18,31)	 deðer=4	 durum=bos
(18,32)	 deðer=2	 durum=bos
(18,33)	 deðer=6	 durum=bos
(18,34)	 deðer=3	 durum=bos
(18,35)	 deðer=3	 durum=bos
(18,36)	 deðer=8	 durum=bos
(18,37)	 deðer=4	 durum=duvar
(18,38)	 deðer=6	 durum=bos
(18,39)	 deðer=5	 durum=duvar
(18,40)	 deðer=4	 durum=bos
(18,41)	 deðer=7	 durum=duvar
(18,42)	 deðer=2	 durum=bos
(18,43)	 deðer=2	 durum=bos
(18,44)	 deðer=2	 durum=bos
(18,45)	 deðer=7	 durum=bos
(18,46)	 deðer=3	 durum=bos
(18,47)	 deðer=5	 durum=duvar
(18,48)	 deðer=2	 durum=bos
(18,49)	 deðer=9	 durum=bos
(19,0)	 deðer=5	 durum=bos
(19,1)	 deðer=9	 durum=bos
(19,2)	 deðer=4	 durum=bos
(19,3)	 deðer=9	 durum=bos
(19,4)	 deðer=1	 durum=duvar
(19,5)	 deðer=2	 durum=duvar
(19,6)	 deðer=5	 durum=duvar
(19,7)	 deðer=2	 durum=duvar
(19,8)	 deðer=7	 durum=bos
(19,9)	 deðer=5	 durum=bos
(19,10)	 deðer=9	 durum=bos
(19,11)	 deðer=3	 durum=bos
(19,12)	 deðer=2	 durum=duvar
(19,13)	 deðer=6	 durum=duvar
(19,14)	 deðer=6	 durum=bos
(19,15)	 deðer=8	 durum=bos
(19,16)	 deðer=3	 durum=bos
(19,17)	 deðer=5	 durum=bos
(19,18)	 deðer=2	 durum=duvar
(19,19)	 deðer=2	 durum=bos
(19,20)	 deðer=8	 durum=bos
(19,21)	 deðer=3	 durum=bos
(19,22)	 deðer=8	 durum=duvar
(19,23)	 deðer=2	 durum=bos
(19,24)	 deðer=9	 durum=bos
(19,25)	 deðer=5	 durum=duvar
(19,26)	 deðer=7	 durum=bos
(19,27)	 deðer=6	 durum=bos
(19,28)	 deðer=8	 durum=bos
(19,29)	 deðer=9	 durum=duvar
(19,30)	 deðer=3	 durum=bos
(19,31)	 deðer=7	 durum=bos
(19,32)	 deðer=8	 durum=duvar
(19,33)	 deðer=8	 durum=bos
(19,34)	 deðer=1	 durum=bos
(19,35)	 deðer=7	 durum=bos
(19,36)	 deðer=5	 durum=bos
(19,37)	 deðer=4	 durum=bos
(19,38)	 deðer=9	 durum=bos
(19,39)	 deðer=1	 durum=duvar
(19,40)	 deðer=3	 durum=duvar
(19,41)	 deðer=1	 durum=bos
(19,42)	 deðer=4	 durum=bos
(19,43)	 deðer=9	 durum=bos
(19,44)	 deðer=9	 durum=duvar
(19,45)	 deðer=1	 durum=bos
(19,46)	 deðer=4	 durum=bos
(19,47)	 deðer=4	 durum=bos
(19,48)	 deðer=8	 durum=bos
(19,49)	 deðer=6	 durum=bos
(20,0)	 deðer=7	 durum=duvar
(20,1)	 deðer=2	 durum=bos
(20,2)	 deðer=5	 durum=duvar
(20,3)	 deðer=5	 durum=duvar
(20,4)	 deðer=1	 durum=duvar
(20,5)	 deðer=4	 durum=duvar
(20,6)	 deðer=3	 durum=duvar
(20,7)	 deðer=5	 durum=bos
(20,8)	 deðer=5	 durum=bos
(20,9)	 deðer=7	 durum=bos
(20,10)	 deðer=4	 durum=bos
(20,11)	 deðer=5	 durum=duvar
(20,12)	 deðer=5	 durum=bos
(20,13)	 deðer=8	 durum=duvar
(20,14)	 deðer=7	 durum=bos
(20,15)	 deðer=7	 durum=duvar
(20,16)	 deðer=4	 durum=duvar
(20,17)	 deðer=9	 durum=duvar
(20,18)	 deðer=8	 durum=bos
(20,19)	 deðer=2	 durum=bos
(20,20)	 deðer=5	 durum=bos
(20,21)	 deðer=8	 durum=duvar
(20,22)	 deðer=6	 durum=bos
(20,23)	 deðer=6	 durum=duvar
(20,24)	 deðer=6	 durum=bos
(20,25)	 deðer=4	 durum=bos
(20,26)	 deðer=8	 durum=duvar
(20,27)	 deðer=7	 durum=duvar
(20,28)	 deðer=2	 durum=bos
(20,29)	 deðer=1	 durum=duvar
(20,30)	 deðer=4	 durum=bos
(20,31)	 deðer=5	 durum=bos
(20,32)	 deðer=7	 durum=bos
(20,33)	 deðer=4	 durum=duvar
(20,34)	 deðer=3	 durum=bos
(20,35)	 deðer=9	 durum=bos
(20,36)	 deðer=8	 durum=bos
(20,37)	 deðer=6	 durum=bos
(20,38)	 deðer=1	 durum=bos
(20,39)	 deðer=1	 durum=duvar
(20,40)	 deðer=6	 durum=bos
(20,41)	 deðer=5	 durum=duvar
(20,42)	 deðer=4	 durum=duvar
(20,43)	 deðer=2	 durum=bos
(20,44)	 deðer=6	 durum=bos
(20,45)	 deðer=7	 durum=bos
(20,46)	 deðer=4	 durum=bos
(20,47)	 deðer=3	 durum=duvar
(20,48)	 deðer=5	 durum=duvar
(20,49)	 deðer=6	 durum=duvar
(21,0)	 deðer=2	 durum=duvar
(21,1)	 deðer=3	 durum=duvar
(21,2)	 deðer=3	 durum=bos
(21,3)	 deðer=6	 durum=duvar
(21,4)	 deðer=8	 durum=bos
(21,5)	 deðer=1	 durum=bos
(21,6)	 deðer=8	 durum=bos
(21,7)	 deðer=2	 durum=bos
(21,8)	 deðer=5	 durum=bos
(21,9)	 deðer=9	 durum=bos
(21,10)	 deðer=7	 durum=bos
(21,11)	 deðer=1	 durum=bos
(21,12)	 deðer=6	 durum=duvar
(21,13)	 deðer=3	 durum=bos
(21,14)	 deðer=9	 durum=bos
(21,15)	 deðer=8	 durum=duvar
(21,16)	 deðer=7	 durum=bos
(21,17)	 deðer=9	 durum=duvar
(21,18)	 deðer=9	 durum=duvar
(21,19)	 deðer=1	 durum=duvar
(21,20)	 deðer=8	 durum=bos
(21,21)	 deðer=6	 durum=bos
(21,22)	 deðer=2	 durum=duvar
(21,23)	 deðer=7	 durum=bos
(21,24)	 deðer=8	 durum=bos
(21,25)	 deðer=8	 durum=bos
(21,26)	 deðer=8	 durum=bos
(21,27)	 deðer=5	 durum=bos
(21,28)	 deðer=3	 durum=bos
(21,29)	 deðer=4	 durum=bos
(21,30)	 deðer=5	 durum=bos
(21,31)	 deðer=5	 durum=duvar
(21,32)	 deðer=7	 durum=bos
(21,33)	 deðer=2	 durum=duvar
(21,34)	 deðer=9	 durum=bos
(21,35)	 deðer=6	 durum=bos
(21,36)	 deðer=4	 durum=bos
(21,37)	 deðer=7	 durum=duvar
(21,38)	 deðer=6	 durum=bos
(21,39)	 deðer=7	 durum=duvar
(21,40)	 deðer=8	 durum=bos
(21,41)	 deðer=4	 durum=bos
(21,42)	 deðer=6	 durum=bos
(21,43)	 deðer=3	 durum=duvar
(21,44)	 deðer=8	 durum=duvar
(21,45)	 deðer=9	 durum=bos
(21,46)	 deðer=1	 durum=bos
(21,47)	 deðer=4	 durum=duvar
(21,48)	 deðer=5	 durum=bos
(21,49)	 deðer=3	 durum=bos
(22,0)	 deðer=4	 durum=duvar
(22,1)	 deðer=5	 durum=duvar
(22,2)	 deðer=1	 durum=bos
(22,3)	 deðer=3	 durum=bos
(22,4)	 deðer=9	 durum=duvar
(22,5)	 deðer=4	 durum=bos
(22,6)	 deðer=3	 durum=duvar
(22,7)	 deðer=8	 durum=duvar
(22,8)	 deðer=1	 durum=bos
(22,9)	 deðer=6	 durum=duvar
(22,10)	 deðer=5	 durum=bos
(22,11)	 deðer=9	 durum=bos
(22,12)	 deðer=1	 durum=bos
(22,13)	 deðer=3	 durum=bos
(22,14)	 deðer=9	 durum=duvar
(22,15)	 deðer=5	 durum=duvar
(22,16)	 deðer=9	 durum=bos
(22,17)	 deðer=6	 durum=duvar
(22,18)	 deðer=5	 durum=duvar
(22,19)	 deðer=2	 durum=bos
(22,20)	 deðer=4	 durum=bos
(22,21)	 deðer=2	 durum=duvar
(22,22)	 deðer=3	 durum=bos
(22,23)	 deðer=9	 durum=duvar
(22,24)	 deðer=4	 durum=bos
(22,25)	 deðer=6	 durum=duvar
(22,26)	 deðer=4	 durum=bos
(22,27)	 deðer=9	 durum=duvar
(22,28)	 deðer=1	 durum=duvar
(22,29)	 deðer=8	 durum=duvar
(22,30)	 deðer=1	 durum=bos
(22,31)	 deðer=1	 durum=bos
(22,32)	 deðer=2	 durum=bos
(22,33)	 deðer=2	 durum=bos
(22,34)	 deðer=5	 durum=duvar
(22,35)	 deðer=4	 durum=duvar
(22,36)	 deðer=8	 durum=bos
(22,37)	 deðer=6	 durum=bos
(22,38)	 deðer=4	 durum=bos
(22,39)	 deðer=6	 durum=duvar
(22,40)	 deðer=6	 durum=duvar
(22,41)	 deðer=4	 durum=duvar
(22,42)	 deðer=7	 durum=duvar
(22,43)	 deðer=5	 durum=duvar
(22,44)	 deðer=1	 durum=bos
(22,45)	 deðer=4	 durum=duvar
(22,46)	 deðer=2	 durum=bos
(22,47)	 deðer=7	 durum=bos
(22,48)	 deðer=7	 durum=bos
(22,49)	 deðer=3	 durum=duvar
(23,0)	 deðer=6	 durum=duvar
(23,1)	 deðer=4	 durum=bos
(23,2)	 deðer=5	 durum=duvar
(23,3)	 deðer=1	 durum=duvar
(23,4)	 deðer=4	 durum=bos
(23,5)	 deðer=6	 durum=duvar
(23,6)	 deðer=2	 durum=duvar
(23,7)	 deðer=2	 durum=duvar
(23,8)	 deðer=4	 durum=bos
(23,9)	 deðer=9	 durum=bos
(23,10)	 deðer=4	 durum=bos
(23,11)	 deðer=2	 durum=bos
(23,12)	 deðer=1	 durum=bos
(23,13)	 deðer=5	 durum=duvar
(23,14)	 deðer=8	 durum=bos
(23,15)	 deðer=6	 durum=bos
(23,16)	 deðer=2	 durum=bos
(23,17)	 deðer=7	 durum=bos
(23,18)	 deðer=1	 durum=bos
(23,19)	 deðer=3	 durum=bos
(23,20)	 deðer=1	 durum=bos
(23,21)	 deðer=8	 durum=duvar
(23,22)	 deðer=5	 durum=duvar
(23,23)	 deðer=3	 durum=bos
(23,24)	 deðer=3	 durum=duvar
(23,25)	 deðer=3	 durum=bos
(23,26)	 deðer=5	 durum=duvar
(23,27)	 deðer=2	 durum=bos
(23,28)	 deðer=6	 durum=bos
(23,29)	 deðer=3	 durum=bos
(23,30)	 deðer=1	 durum=bos
(23,31)	 deðer=8	 durum=bos
(23,32)	 deðer=9	 durum=bos
(23,33)	 deðer=7	 durum=bos
(23,34)	 deðer=7	 durum=bos
(23,35)	 deðer=4	 durum=bos
(23,36)	 deðer=9	 durum=bos
(23,37)	 deðer=5	 durum=duvar
(23,38)	 deðer=2	 durum=bos
(23,39)	 deðer=3	 durum=bos
(23,40)	 deðer=2	 durum=duvar
(23,41)	 deðer=8	 durum=duvar
(23,42)	 deðer=3	 durum=bos
(23,43)	 deðer=9	 durum=bos
(23,44)	 deðer=2	 durum=bos
(23,45)	 deðer=7	 durum=bos
(23,46)	 deðer=6	 durum=bos
(23,47)	 deðer=4	 durum=bos
(23,48)	 deðer=5	 durum=bos
(23,49)	 deðer=5	 durum=bos
(24,0)	 deðer=4	 durum=bos
(24,1)	 deðer=4	 durum=duvar
(24,2)	 deðer=7	 durum=bos
(24,3)	 deðer=4	 durum=bos
(24,4)	 deðer=8	 durum=bos
(24,5)	 deðer=7	 durum=bos
(24,6)	 deðer=3	 durum=duvar
(24,7)	 deðer=9	 durum=duvar
(24,8)	 deðer=5	 durum=duvar
(24,9)	 deðer=4	 durum=bos
(24,10)	 deðer=1	 durum=duvar
(24,11)	 deðer=3	 durum=bos
(24,12)	 deðer=4	 durum=bos
(24,13)	 deðer=8	 durum=bos
(24,14)	 deðer=6	 durum=duvar
(24,15)	 deðer=4	 durum=bos
(24,16)	 deðer=5	 durum=bos
(24,17)	 deðer=5	 durum=duvar
(24,18)	 deðer=7	 durum=bos
(24,19)	 deðer=1	 durum=bos
(24,20)	 deðer=5	 durum=bos
(24,21)	 deðer=2	 durum=bos
(24,22)	 deðer=1	 durum=duvar
(24,23)	 deðer=3	 durum=bos
(24,24)	 deðer=8	 durum=duvar
(24,25)	 deðer=5	 durum=duvar
(24,26)	 deðer=9	 durum=bos
(24,27)	 deðer=4	 durum=bos
(24,28)	 deðer=1	 durum=duvar
(24,29)	 deðer=9	 durum=bos
(24,30)	 deðer=2	 durum=bos
(24,31)	 deðer=3	 durum=duvar
(24,32)	 deðer=3	 durum=duvar
(24,33)	 deðer=7	 durum=bos
(24,34)	 deðer=8	 durum=bos
(24,35)	 deðer=3	 durum=duvar
(24,36)	 deðer=4	 durum=duvar
(24,37)	 deðer=8	 durum=bos
(24,38)	 deðer=7	 durum=bos
(24,39)	 deðer=7	 durum=bos
(24,40)	 deðer=8	 durum=bos
(24,41)	 deðer=3	 durum=bos
(24,42)	 deðer=4	 durum=bos
(24,43)	 deðer=3	 durum=bos
(24,44)	 deðer=6	 durum=bos
(24,45)	 deðer=9	 durum=bos
(24,46)	 deðer=3	 durum=bos
(24,47)	 deðer=5	 durum=bos
(24,48)	 deðer=8	 durum=bos
(24,49)	 deðer=1	 durum=duvar
(25,0)	 deðer=7	 durum=bos
(25,1)	 deðer=3	 durum=duvar
(25,2)	 deðer=3	 durum=bos
(25,3)	 deðer=6	 durum=bos
(25,4)	 deðer=2	 durum=bos
(25,5)	 deðer=4	 durum=bos
(25,6)	 deðer=9	 durum=duvar
(25,7)	 deðer=1	 durum=bos
(25,8)	 deðer=9	 durum=duvar
(25,9)	 deðer=8	 durum=bos
(25,10)	 deðer=8	 durum=bos
(25,11)	 deðer=4	 durum=duvar
(25,12)	 deðer=3	 durum=duvar
(25,13)	 deðer=7	 durum=bos
(25,14)	 deðer=4	 durum=bos
(25,15)	 deðer=4	 durum=bos
(25,16)	 deðer=9	 durum=duvar
(25,17)	 deðer=1	 durum=duvar
(25,18)	 deðer=7	 durum=duvar
(25,19)	 deðer=1	 durum=bos
(25,20)	 deðer=7	 durum=duvar
(25,21)	 deðer=8	 durum=duvar
(25,22)	 deðer=7	 durum=bos
(25,23)	 deðer=7	 durum=duvar
(25,24)	 deðer=2	 durum=bos
(25,25)	 deðer=8	 durum=bos
(25,26)	 deðer=4	 durum=bos
(25,27)	 deðer=4	 durum=bos
(25,28)	 deðer=2	 durum=bos
(25,29)	 deðer=2	 durum=bos
(25,30)	 deðer=6	 durum=bos
(25,31)	 deðer=9	 durum=duvar
(25,32)	 deðer=5	 durum=bos
(25,33)	 deðer=1	 durum=bos
(25,34)	 deðer=8	 durum=bos
(25,35)	 deðer=7	 durum=bos
(25,36)	 deðer=2	 durum=duvar
(25,37)	 deðer=7	 durum=bos
(25,38)	 deðer=5	 durum=duvar
(25,39)	 deðer=1	 durum=bos
(25,40)	 deðer=7	 durum=bos
(25,41)	 deðer=2	 durum=bos
(25,42)	 deðer=3	 durum=bos
(25,43)	 deðer=3	 durum=bos
(25,44)	 deðer=9	 durum=bos
(25,45)	 deðer=4	 durum=duvar
(25,46)	 deðer=8	 durum=duvar
(25,47)	 deðer=7	 durum=bos
(25,48)	 deðer=4	 durum=duvar
(25,49)	 deðer=1	 durum=bos
(26,0)	 deðer=6	 durum=bos
(26,1)	 deðer=6	 durum=bos
(26,2)	 deðer=8	 durum=duvar
(26,3)	 deðer=1	 durum=bos
(26,4)	 deðer=4	 durum=duvar
(26,5)	 deðer=4	 durum=bos
(26,6)	 deðer=1	 durum=bos
(26,7)	 deðer=2	 durum=bos
(26,8)	 deðer=8	 durum=bos
(26,9)	 deðer=5	 durum=bos
(26,10)	 deðer=2	 durum=bos
(26,11)	 deðer=8	 durum=bos
(26,12)	 deðer=2	 durum=bos
(26,13)	 deðer=2	 durum=bos
(26,14)	 deðer=9	 durum=bos
(26,15)	 deðer=3	 durum=duvar
(26,16)	 deðer=7	 durum=bos
(26,17)	 deðer=8	 durum=bos
(26,18)	 deðer=7	 durum=duvar
(26,19)	 deðer=6	 durum=bos
(26,20)	 deðer=5	 durum=bos
(26,21)	 deðer=9	 durum=duvar
(26,22)	 deðer=9	 durum=duvar
(26,23)	 deðer=1	 durum=bos
(26,24)	 deðer=1	 durum=duvar
(26,25)	 deðer=3	 durum=bos
(26,26)	 deðer=4	 durum=bos
(26,27)	 deðer=5	 durum=bos
(26,28)	 deðer=8	 durum=bos
(26,29)	 deðer=3	 durum=bos
(26,30)	 deðer=8	 durum=duvar
(26,31)	 deðer=6	 durum=duvar
(26,32)	 deðer=8	 durum=duvar
(26,33)	 deðer=6	 durum=bos
(26,34)	 deðer=7	 durum=bos
(26,35)	 deðer=7	 durum=bos
(26,36)	 deðer=9	 durum=bos
(26,37)	 deðer=7	 durum=bos
(26,38)	 deðer=9	 durum=bos
(26,39)	 deðer=7	 durum=duvar
(26,40)	 deðer=7	 durum=duvar
(26,41)	 deðer=1	 durum=bos
(26,42)	 deðer=3	 durum=bos
(26,43)	 deðer=5	 durum=bos
(26,44)	 deðer=8	 durum=duvar
(26,45)	 deðer=3	 durum=bos
(26,46)	 deðer=5	 durum=bos
(26,47)	 deðer=1	 durum=duvar
(26,48)	 deðer=6	 durum=bos
(26,49)	 deðer=1	 durum=bos
(27,0)	 deðer=6	 durum=bos
(27,1)	 deðer=6	 durum=duvar
(27,2)	 deðer=1	 durum=bos
(27,3)	 deðer=5	 durum=duvar
(27,4)	 deðer=7	 durum=bos
(27,5)	 deðer=2	 durum=duvar
(27,6)	 deðer=8	 durum=duvar
(27,7)	 deðer=6	 durum=bos
(27,8)	 deðer=3	 durum=bos
(27,9)	 deðer=9	 durum=duvar
(27,10)	 deðer=9	 durum=bos
(27,11)	 deðer=1	 durum=bos
(27,12)	 deðer=6	 durum=duvar
(27,13)	 deðer=4	 durum=duvar
(27,14)	 deðer=6	 durum=bos
(27,15)	 deðer=1	 durum=bos
(27,16)	 deðer=2	 durum=duvar
(27,17)	 deðer=6	 durum=bos
(27,18)	 deðer=3	 durum=bos
(27,19)	 deðer=5	 durum=duvar
(27,20)	 deðer=1	 durum=bos
(27,21)	 deðer=5	 durum=bos
(27,22)	 deðer=4	 durum=duvar
(27,23)	 deðer=9	 durum=bos
(27,24)	 deðer=1	 durum=duvar
(27,25)	 deðer=6	 durum=bos
